uuid,paragraphs
08363bb8-0b3f-4e85-bd1a-ffeb079e5835,लरका के जनम के समय वोहका फ़ूले कय टाठी बजाई जा थय तव वोहका खुशहाली के बरे वोहके बाद पान छे दिन बाद छठ्ठी रहा थय। जौने मा सारा खाना वगैरह बनाय के बुआ लैके जा थीं वोहके बाद वोहका काजर लगावा जा थय बच्चा कय अउर वोहके नवयें दिन पय नामकरण कय रहा थय जौने का निकासन कहा थी वोहमा जौन बुआ रहा थीं वे बच्चा लरका का कपडा-वपडा पहिनावा थीं वोहके बाद जौन बाबा रहा थीं वे वोहकय राशी कय नाम वोहके कान मा बतावा थीं वोहकय नामकरण करा थीं ।
06fb2ed2-e2a2-4fe2-a75a-eb818e6ceb51,जनम के समय तव लगभग कोनव रसम नही होतय लेकिन जब नामकरन हो थय तव वोहमा जौन बच्चा कय जौन मम्मी रहा थीं वय आपन हाथ मा चावल अव सिन्दुरे कय डिब्बी लय के आवा थीं पूरब के साइड मा कयके बैठा थीं अउर वोहमा जौन अहय सामने चौक पूरी जा थय आटा कय अउर काजल लगावा जा थय। बुआ काजल लगावा थीं कपडा वगैरह बुआ पहिरावा थीं वोकरे बाद वोहका सजावा थीं वोहका सजाय के सबका देखावा थीं अउर जौन दादा रहा थीं वोहके नाम जौन अहय बच्चा के मुँह मा कान मा बोला थीं अउर जौन उनकय मम्मी रहा थीं वोहके सिर पय चाकू रखा जा थय ।
e2ddb2a5-2d12-4fc3-a91a-3b16f92a9e66,"लरिका कय नामकरण लरिका के बाबा करा थीं अव पान-सुपारी हाथ मा लइके वोहके कान मा राशी कय नाम अव वोहकय नामकरन करा थीं । जनम अव नामकरन कय रसम अधिकतर लरिका के मम्मी, बाबा अव लरिका कय बुआ करा थीं ।"
2ac4e3ee-a26d-4b50-9c27-483532fd134b,जनम अव नामकरन कय समय कोनव रसम वगैरह नही होतय ना भोज वगैरह नही होतय लेकिन अपने खुशी के बरे मिठाई वगैरह बँटवाय दीन जा थय । जनम अव नामकरन के समय सारी रसम कय खर्चा तव वोहकय घर कय मुखिया उठावा थय वोहके बाद जौन रसम हो थय वोहकय सारी व्यवस्था जौन अहय नाउन करा थय ।
4801c7ea-b778-44d0-965e-78c97aab138d,नामकरन के समय जेत्ता रिश्तेदार रहा थीं वे सारे जब जौन अहय भोज हुअय लागा थय पूजा हुअय लागा थय तव वोहमा नेछू जौन अहय उआर के सूप मा डाला थय अव सब कपडा लय के आवा थीं । हमरे हियाँ लडकियन के घरे वाले लडकन का खोजय के बरे जा थीं वोकरे बरे अपने जाति मा बियाह कीन जा थय वोहमा पहिले कुण्डली मिलाय लीन जा थय अगर मिलत रहा थय तबय बियाह हो थय ।
0d97d484-e582-449d-8284-bd1cde6fda2d,लडकियन का खोजय कय जिम्मेदारी जादातर घरे वाले मा जे बडा रहय वही का दीन जात है । हमरे सबके खियाँ शादी से बियाहे से पहिले तिलक बरीक्षा वोहके बाद मायन अउर फ़िर बियाह हो थय वोहके बाद फ़िर गवन फ़िर थवन । बियाहे कय सारी रसम लडकी खियाँ हो थय ।
fefde400-de0f-4298-935b-2179ce80a183,बियाहे से सम्बन्धित रहा थय पहिले तिलक हो थय वरीक्षा हो थय फ़िर वोहके बाद बियाह हो थय फ़िर गवन फ़िर थवन फ़िर वोहके बाद जौन अहय चौथी आवा थय जौने मा लडकी के घरे वाले आवा थीं लडकी का लैके जा थी। वोहके बाद फ़िर पूजा-वूजा हो थय फ़िर कथा सुनी जा थय अव येहकय सबकय उद्देश्य इहय रहा थय कि ऊ लडकी जौन आई अहय दुल्हिन ऊ घरे मा सबका चीन्ह जाय ।
6a91a3d4-db79-44bd-8424-b483a89ca07a,"बियाहे कय रसम पत्रा देख के पंडित निश्चित करा थीं । बियाहे के रसम मा नात-बात गाँव-घर रिश्तेदार सबका न्योता जा थय । बियाहे के सारी रसम मा दुल्हा-दुलहिनी कय मुँह पूरब मा रहा थय । दुआरे कय चार जयमाल,पवपूजी,सेन्दूर-दान,वोहके बाद परछन,खिचरी,थैली,विदाई इहय सब हो थय बियाहे मा ।"
7cfbf3e6-aeb2-4301-a987-8b75d418768a,"बियाहे के रसम मा खैलर,सूप,दौरी,मूसर वोहके बाद सेन्दूर अउर पटुली,लोढा लागा थय । लडका या लडकी के आजी जौनि अहय उनही बियाहे कय रसम करा थीं । बियाहे के पहिले मायन हुआ थय जौने मा सब्जी,पूडी,दाल,भात,रोटी-सब्जी बना थय बरा बना थय अउर वोहके बियाहे कय जौन अहय भोजरउट हो थय जौने मा दाल-चावल,पूडी-सब्जी,बरा,फ़ुल्लौरी,कढी,बना थय उरद बना थय ।"
af71fcd4-94cf-4a46-a911-13fcedfc76bb,बियाहे के रसम कय सारी व्यवस्था सारा खर्चा लडका-लडकी के बाप महतारी करा थीं । बियाहे के बाद मुँह देखाई हो थय दुल्हिनी कय जौने मा आस-पडोस कय सब मनई रिश्तेदार सब आवा थीं वोहका देखा थीं वोहका दक्षिना दीन जा थय अउर जौन दुल्हिन रहा थय ऊ सबकय गोड धरा थय ।
c2b5a54f-86ad-4472-8a23-3508bdb0ba7b,"मरे के बाद अन्तिम संस्कार करे के बाद श्राध्द,तेरही,बरखी हो थय । मरे पय श्मशान घाट पय सारी रसम हो थय अउर जौन अहय संझा हुअय के पहिले-पहिले होय जा थय । मरे पय श्राद्ध, तेरही,बरखी अउर जौन अहय गरुण पुराण सुनावा जा थय अउर येहकय सबकय उद्देश्य इहय रहा थय की जौन मरा हय मनइया वोहके आत्मा का शान्ति मिल जाय ।"
eb630ac7-163f-497b-9b68-45e9104ae4bc,"मरे पय सारे घरे वाले रिश्तेदार,गाँव वाले,अव नाउ पंडित,धोबी का न्योता जा थय । मरे कय सारी रसम दक्खिन का मुँह कयके बैठ के हुआ था । मृत्यु के रसम मा पाँच विधी हो थय । छुरी,लोटा,तिख्ती,कफ़न,इहय सब लागा थय मरे पय । मरे पय जौन मनई मरा रहा थीं वही कय बेटवा सारी रसम करा थय ।"
580b62cd-e42c-49eb-80b6-e38418df7383,"मरे के पहिले कौनौ रसम नही होतय मरे के बाद जौनहय श्राद्ध होत है,तेरही हो थय,बरखी हो थय। श्राद्धी मा जौन अहय दाल,चावल,रोटी,सब्जी,बरा,फ़ुल्लौरी वोहके बाद माठा अउर उरद बना थय,अउर जौन तेरही हो थय वोहमा जौन अहय दाल,चावल,सब्जी अउर रोटी अव माठा चीनी । जे मरा रहा थय वही के घरे वाले सब करा थीं ।"
1f8999da-27f9-4a3f-bc7c-069d6531c4f2,जे मरा रहा थय उनकय बेटवा जौन रहा थीं उनही वोहका जलावा थीं पूरा अन्तिम संस्कार कय सारा रसम उहय करा थीं उनहिन दाग दिया थीं अउर उज्जर-उज्जर धोती-वोती पहिना थीं । हमरे समाज मा लरिका के जनम अउर नामकरन के समय दुई रसम होत है एक तव बुआ करा थीं वोहमा नवा कपडा पहिरावा थीं आँख मा काजल लगावा थीं । फ़िर उनका नेग दीन जात है दूसर रसम होत है नामकरण कय जौन की चाचा करा थीं अउर फ़िर उनका नेग दीन जात है ।
a9449275-99f5-4bf2-bdbe-507bcbf56f16,"अधिकतर जनम कय रसम अउर नामकरण कय रसम दुपहरे या तव सबेरे के पहर होत है अउर जेहमा पंडित,पंडित के माध्यम से होत है अउर ई अंगना या दुआरे पय होत है । जनम से अउर नामकरन से सम्बन्धित पाँच रसम होत है उनकय नाम अहय -सांथर,निकासन,चुण्डन,मुण्डन,अन्नप्राशन ।"
2a84225e-d306-472f-9760-8ef55b5810c8,"जनम अउर नामकरण के रसम कै दिन जौने समय लरिका पैदा भा रहत है वोहकय तिथि,मुहुर्त,बेला का देख के पंडित का बताय के विचार अंश के साथे निर्धारित कीन जात है । न्योता तव सारा रिश्तेदार जा थीं लेकिन बुआ अउर मामा,पापा के बुआ इनकय सबकय आउब मुख्य रहा थय । मुख्य अतिथि मा इनहिन रहा थीं। अउर पंडित जी लावा जा थीं अउर नात-रिश्तेदार सब खुशी धूम-धाम के साथे मनावा जा थय। नामकरण कय रसम अउर जनम दुइनव साथे-साथे हो थय ।"
b3d10b7a-19da-431e-a493-d0c97dcde283,जनम अउर नामकरण के रसम के समय मनई पूरब दिशा का मुँह कयके बैठा थीं अउर जौने मा बढिया-बढिया गाना-वाना गावा जा थय । मंगलचार हो थय अउर सब खुशी कय माहौल रहा थय । छीकब-वुकब मनाय रहा थय ।
769098da-8de8-4cf4-85a6-16ab3afbf2ce,"येहमन सबसे मुख्य कार्य पंडित जी कय हो थय । पंडित अइहैं सामान गिनइहैं वोहके बाद सारा नाउन इकट्ठा करिहैं वोहके बाद पूजा-बिधी होये। जौन-जौन बताइहैं वही हिसाब से कार हो थय । जनम के समय सबसे पहिले गउर बनाई जा थय वहिके बाद वोहका सिन्दूर से टीका जा थय। फ़िर अगियार होये लोहबान,पियरा से सुलगावा जाये वोहके बाद नामकरण के संस्कार मा पंडित जी अइहै-फ़ूल,अक्षत,धूप-दीप वगैरह गंगा-जल इन सबके माध्यम से होता है कार्य ।"
c69a3958-ce16-458f-9de4-0fbae8f11b2e,लरिका कय नामकरन कय रसम चाचा करा थीं जौने मा पंडित जौन राशि कय नाम बताये रहा थीं वोहका वय जानिहैं । पान लैके पाने पय वोहकय नामकरण-नहीं! पाने पय लिखिहैं अउर वोहका जाय के वोहके काने मा बताइहैं कि तोहार यही नाम अहय येहका केहू आन का नही सुनय दीन जात ।
0f48850d-771b-49cd-b847-993d8558c61a,"जनम अउर नामकरण कय रसम सुयोग्य पंडित करा थीं जेहका अच्छा खासा जान,नालेज रहय उनहिन करा थीं  अइहैं बिधि पूर्वक कराइहैं जेहमा पूरा घर कय नात-बात सब इकट्ठा रइहैं अउर बूढ-बुजुर्ग सब रइहैं वोहके बाद खुशी-खुशी सब सम्पन्न होये न्योता हकारी सब होये खइहैं-पीहैं तव जइहैं सब अपने-अपने घरे ।"
c3847e0f-c9a4-484a-8ecc-a513a0b50299,"का भोज तव होबय करा थय जनम अउर नामकरण के रसम के बाद जेहमन दाल-चावल,पूडी-सब्जी एका-ठी मीठा-वूठा बनवाय दीन जात है मीठा शुभेन मा आवा थय वोहके बाद सब खाय पीके आपन फ़ुरसत करा थीं । सुपाच्य खाना बनवावा जा थय ।"
2d2af4aa-8e85-4e70-8c0e-a5e15a39befd,"घरे कय लरिका कय बाप करिहैं कमात रइहैं तौ नही तौ बाबा-दादा जे रइहैं बूढ-बुजुर्ग वइन सब करिहैं । खर्चा उनहिन सब उठावा थीं व्यवस्था मेहरारुवय देखा थीं जौन हुआ थै, सामान बाहेर कय मनसेधुवय लावा थीं अव मेहरारुवय खाना-पीना,रींधब-पोउब सब उनहिन के जिम्मे रहा थय । बढिया-बढिया खाना बनाइहैं सबका बनय के खवाइहैं अउर कार्य का विधि पुर्वक सम्पन्न कराइहैं ।"
4bbf585c-2c35-412f-ba3c-c3dc811dff4a,"आजकल तौ बफ़र सिस्ट्म हुअय लाग अहय खाना-पीना मा लेकिन पहिले जौन रहन है पंडित के द्वारा कोहडा-पूडी,आलू कय सब्जी बनवाय के यही सब होत रहन खाना-पीना। अब जौन हो थय पंडित द्वारा हो थय अउर इहय सब हो थय नउता होय जाये अउर बहुत जादा कराइहैं मनई नाच-गाना कराय देइहैं,नौटंकी कराय देइहैं आर्केस्टा कराय देइहैं। येहसे जादा अउर का हो थय ।"
73fa1a79-183a-4ca6-a30d-ac5202f8cae8,हमरे समाज मा लडका-लडकी कय शादी से पहिले मिलब बहुत बडा गुनाह अहय । अगर मिल गवा तव फ़िर कइहैं की ई बहुत गलत अहय इनकय सब कय प्रेम-विवाह आय येहसे पहिले शादी-वादी मा मिलब नही बहुत काना-फ़ूसी हुअय लागा थय । बियाह-वुआह हुस्स होय गवा तव मनई कय बहुत बेज्जती-बदनामी होय जात है। यही वजह से केहू बियाहे के पहिले मिलत नाही। हाँ! बहुत-बहुत जगही मनई मिला थीं शादी बियाह से पहिले लेकिन हियाँ मिला-वुला नही जातय हमरे समाज मा । सब इ सब अ अच्छा लच्छन नही माना जातय लडका-लडकी कय हाँ ।
81c93013-2bc0-484f-aa0f-44beafe37ff8,"हमरे समाज मा लडकय तव खोजा जा थीं लडकी तव खोजिन नही जातीं अउर वोहका जइहैं बुढवय पान,छ: ठी जइहैं मोछा रखाय-रखाय,धोती-कुर्ता पहिन-पहिन के गाडी पय पीछे बैठ-बैठ के हेरिहैं जब सब सही रहे खेत-बारी,घर-दुआर,देख-वेख के अइहैं वोहके बाद फ़िर बियाह होये बिचार अंश के साथे पूरा । पत्रा खोल के पंडित बोलाय के बिचारवावा जाये वोहके बाद होये ।"
e9334ecb-2352-4feb-a965-cc2bb0bb912a,"लडका-लडकी खोजय कय जिम्मेदारी पंडित जी का दीन जात है अउर जे समाज मा चर्चित व्यक्ति रहा थय वही के बाद महतारिव-बाप देख लिया थीं अडोसी-पडोसी बताय दिया थीं जौन ठीक-ठाक रहय,लडका नशेडी-गँजेडी नही रहय अउर सब ठीक-ठाक रहय,बिटिया खुशी-खुशी,राजी-खुशी रहय ।"
9d90f2ee-f744-4ead-adea-b1fba8281b2e,"हमरे समाज मा शादी से सम्बन्धित रसम होत है जैसे बरीक्षा,तिलक,जनेऊ,हलदी,तेल अउर धोती-पछार,यही सब रसम हो थीं । लडकी कइती मेंहदी कय रसम होत है संगीत,हलदी अउर गाना-बजाना सब होत है धूम-धाम से बियाह होत है । हमरे हियाँ घरे पय बियाह हो थय घरे पय जनेव,दुआर पूजा हो थय,मडये मा बियाह हो थय,अउर जनवासे मा बरात रुका थय, अउर रात के समय बियाह हो थय एक संझा कई बरात आये सुबह,रात भय रहे बियाह होये,सुबेरे सब खाय पीके बरात दुल्हिन लइके बिदा होय जाये ।"
6785ea9a-1b06-470d-befc-b14103979fb7,"बियाहे से सम्बन्धित बहुत रसम हुआ थीं पहिले बरात आये पन-पियाई होये,फ़िर दुआरे कय चार होये,वोहिके बाद खाना पीना होये,फ़िर जयमाल होये,फ़िर चढाव चढे,फ़िर जलपान ग्रहण होये,फ़िर बियाह होये,फ़िर मंगल फ़ेरा होये,फ़िर सुबेरे के पहर थैली होये,खिचरी होये,फ़िर परछन होये फ़िर बरात अपने-अपने घर जाये ।"
294e0a2c-d223-45e4-b7b9-621000c61cdb,"बियाह कय दिन कय समय अउर रसम पड़ित से निशिचत कीन जात है । जैने समय पंडित लडका-लडकी कय नाव राशि कय नाव सब जान के पत्रा के माध्यम से शुभ राशि,लग्न,बिचार अंश करिहैं वोहके बाद तिथि अव मुहुर्त अच्छा रहे तव देखिहैं बिचय बताइहैं वही हिसाब से बियाह कय समय या बेला निशिचत कीन जात है कि यही तिथी पय येतने समय येतने बजे तक बियाह होय जाये सम्पन्न होय जाये जौने सब खुशी राजी से खुश-खुश रहयं ।"
b2437b4c-5cef-4cca-8b41-054d8040add7,"बियाहे के रसम मा सबसे पहिले तव मामा न्योता जा थीं फ़िर बुआ, अडोसी-पडोसी,नात-रिश्तेदार,गाँव समाज कय सब मनई अइहैं। न्योता सबका जात है सब आवा थीं राजी-खुशी रइहैं आपन शामिल होइहैं फ़िर जइहैं । बियाहे के रसम मा तव मुख्य दिशा पूरब मानी जात है काहे कि यह साइड हमरे पूरब दिशा कय बडा आपन अस्तित्व अहय । पूरब दिशा का मुँह कयके दुल्हिन-दुल्हा बैठी हैं,पंडित उत्तर दिशा का बैठि हैं बाकी सब जौन अहय सारा कर क्रिया-कलाप सब पूरब दिशा का मुँह कयके विधिवत सम्पन्न करावा जा थय। जैसे सब खुशी-खुशी विधि पूर्वक बाधारहित सम्पन्न होय ।"
713e274c-e284-4fb9-8aa2-d9d20327d81a,हमरे खियाँ ढेर-ढेर के दहेज लिया थीं वहिके बाद पंडित द्वारा सब करवावा जाये । बियाहे के रसम मा सबसे मुख्य स्थान पंडितय कय हुआ थय । अव पंडित का दक्क्षिना से काम रहा थय । पंडित अइहैं तब तक बाकी जौन काम होये सब सही-सही कराय देइहैं बाकी जौन होये देखा जाये ।
71a6df3a-8c6d-4d66-a201-613e38ec070b,"बियाहे के रसम मा सबसे पहिले माडव छावा जा थय बांसे कय बढिया हरेर बांस कटाय के। वोहके बाद डेलवा,भौंकी,दौरी,सूप,मूसर,खैलर,लोढा,सुग्गा,टोटा इ सब तव बहुतय जरुरी हुआ थय। इ सब भाई आवा थय नवा-नवा पीढा लागे अउर-अउर बहुत चीज लागे ।"
6950d7e2-2793-45fa-968b-ce3883668434,"बियाहे के रसम मा सर्वप्रथम दुल्हिन अउर दुल्हा कय योगदान हुआ थय महत्वपुर्ण योगदान बाकी महतारी-बाप कय होत है जौन की कन्यादान करा थीं भाय बहिन कय जलपान ग्रहण करा थय,सढुवाइन रहा थय जूता चोरावय कय काम कर थय अउर सब यही तना हो थय । सबकय आपन-आपन मुख्य स्थान अहय । सब महत्वपूर्ण स्थान पय रहा थीं अउर सबकय आपन उचित-उचित काम अहय। अउर येहमा से कोनव एक कव मनई अनुपस्थित अहय तव बिवाह मा बाधा जरुर उत्पन्न हुअय का अहय ।"
edc99c08-29e2-415f-b5fb-8714bce7fb24,"भोज मा बहुत अच्छा- अच्छा व्यञ्जन बना थय अव भोज तव रातियव मा होत है सुबेरेव हुआ थय अव एक तव मैने के दिन हो थय जौने मा उर्द-भात,दाल-रोटी,सब्जी-पूडी बना थय अउर अगले दिन बराती वाले दिन छोला-पूडी,मटर-पनीर,कोफ़्ता,लौकी कय रायता ये वगैरह-वगैरह बावन रंग के व्यञ्जन बनते हैं। जिसको सब बराती लॊग अउर घराती लॊग सब सम्पन्न खाते हैं अउर पचाते हैं ।"
9b86a0bf-d077-465e-a014-4850f08740bb,"बियाह के रसम कय व्यवस्था घर मालिक उठावा थीं अउर सारा खर्चा उनहिन उठावा थीं । अब येहकय जिम्मा भाय-बाप,चाचा,दादा,बाबा-वाबा जे रहय सब मदद दिया थीं ऊठावा थीं अउर सारे काम का बहुत अच्छे से निभावा बखूबी निभावा थीं जैसे कोनव प्रकार कय केहू का कष्ट ना हुअय ना कोनव केहू का तकलीफ़ हुअय अव ना कोनव उनकय बेज्जती बदनामी हुअय। नही तव अगर कोनव चीज कय व्यवस्था तनी गडबड रही तव मनई गाली दैके कहा थी की सार अच्छा नही करे अहय ।"
554766a7-1058-4787-8892-766957b62845,"बियाहे मा तव बहुत बहुत काम हुअत थय मेन जौने मा बुआ कय महतारी,बुआ अव भाभी कय इङ्कय सबकय काम बहुतय जरुरी हुआ थय,महत्वपूर्ण स्थान हुआ थय । अउर बियाहे मा जूता-चोरी खाये-पिये कय व्यवस्था कन्यादान,पानीग्रहण,वर जयमाल,अउर थैली,खिचरी,परछ्न कय बहुत बडा महत्व हुआ थय। येहरी परछन बिना कुछु होतय नाही ।"
70e01e0a-fbd3-4ec7-9352-a6183faa6be2,"सर्वप्रथम शव कय दाह संस्कार हुआ थय वहीके बाद महाबाभन आवा थय घण्ट बांधा थय। फ़िर झाडू-पोछा होये कण्डा गोबर होये,वोहके बाद रोज-रोज पिण्डदान हुआ थय। दसयें दिन बार बने,ग्यारहें दिन कच्चा भोज रहे अव तेरहें दिन तेरही होये जौने मा पक्का खाना बना थय । म्रित्यु कय रसम घर के बाहर हो थय अउर दिन मा हो थय ।"
a19ff6d1-052b-42f9-83da-08919dd03256,"म्रित्यु से सम्बन्धित बहुत रसम होत है उनकय नाम दाह-संस्कार,पिण्ड-दान ! म्रित्यु के रसम मा पंडित का न्योता जात है ब्राह्मण का न्योता जात है,पूरा गाँव-समाज कय सब मनई न्योता जा थीं जे अइहैं बराबर आपन भागीदारी देइहैं, अउर न्योता खाइहैं अव जइहैं अउर मूड-मुडाय के घुमिहैं ।"
f2a365ff-edfc-40fd-8440-f2375a50aad4,म्रित्यु के रसम मा मनई दक्षिण दिशा का मुँह कयके जरुर बैठा थीं काहेकी ई दिशा अशुभ मानी गय अहय हमरे समाज मा अउर यही दिशा का पित्रन का दिया थीं पिण्डदान-आन जेतना भी हो थय जौन क्रिया-कलाप हो थीं सब अच्छे से मान्य हुआ थय अउर सब पुरखन का मिला थय ।
4a31237f-e18e-4d0b-ac97-8ad5434fdfa1,म्रित्यु के रसम कय विधि यही अहय की मरी हुई आत्मा का शान्ति कीन जाय अउर उनकय जेतना नित्य क्रिया कर्म-काण्ड होय सब बिधि पूर्वक सम्पन्न करावा जाय। जैसे वोहका वह आत्मा से मुक्क्ति मिलय अउर दूसरे योनि ग्रहण करय ।
bd10453a-fc44-40c4-8f83-669ab1ba2a34,"म्रित्यु के रसम मा सर्वप्रथम काला तिल लागा थय काला तिल कय बहुत बडा योगदान हो थय। पानी,पानी दीन जाय तव काला तिल अउर जहां-जहाँ अधिकतर काला तिल कय काम हुआ थय। अउर बहुत सामान लागा थें कच्चा सूत,जनेऊ,हलदी,उरद,दूब ई सब तौ लगबय कर थय कि काला तिल कय बहुत ज्यादा महत्व हुआ थय ।"
d179e3fc-e8ed-480d-b732-0ddf38de20fb,म्रित्यु के रसम लरिका जे वोहकय दाग देहे रहा थय वही दिया थय जे वोहके लाश का जलाये रहा थय वही ई सब म्रित्यु कय रसम करा थय अउर येहमा महाबाभन कय महत्वपूर्ण योगदान हुआ थय। महाबभने के द्वारा सारी क्रियाकलाप करवाई जा थय । अउर मरी हुई आत्मा का शान्त कराय के वहीके बाद वोहका पिण्डदान-वान दइके वोहका दूसर शरीर मा प्रवेश करवावा जा थय फ़िर दूसर शरीर क़्योकि ऊ मुक्त होय जा थय ।
e79552e7-dae9-4068-8f13-dd54bb8ad863,म्रित्यु के रसम के पहिले बाद जौन अहय अगले दिन एक रस्म होत है वोहमा दाल अव चावल बनत है जौन कि एकय पानी धोय के बनावा जा थय। अव पूरा परिवार मिल के खा थीं । वही के बाद कच्चा खाना बने। ग्यारहें दसवें दिन बाद बने वोहके बाद फ़िर कच्चा खाना दोने मा पक्का खाना तेरही के दिन बना थय ।
ace150c3-d314-4366-b316-000e25d2366d,म्रित्यु के रसम के वोहमा खर्चा लरिकय बच्चय जे हो थीं गार्जियन उनहिन उठावा थीं अव सारी व्यवस्था उनहिन देखा थीं कि सब कुछ अच्छे से सम्पन्न होय जाय । हाँ हम जरुरी व्योरा दिया चाही थे म्रित्यु से सम्बन्धित कि जौन अहय म्रित्यु एक सच्चा कडवा सच आय जौन कि हुअय का अहै वोहमा इ नही होतय कि बूढ अव जवान केहकय म्रित्यु होति अहय अउर म्रित्यु होये के बाद सारा क्रिया-कर्म ही तौ जवान कय होये वही बुढवा कय। मतलब वोहमा कोनव अन्तर नही होतय चहय खुशी-खुशी चहय दुख-दुख करय का परा थय सारा काम सम्पन्न ।
2c7b3e1d-8d05-4c47-8806-950d026194cc,हमरे समाज मा लरिका के जनम के समय टाठी बजाई जात है अउर निकासन के समय नामकरन होत है । जायणतर जायतर । जनम से अउर नामकरन से सम्बन्धित तीन रसम होत है उनकय उद्देश्य लरिकय कय भविष्य उज्जवल होय । जनम अउर नामकरन कय रसम कय दिन लरिका के जनम के आधार पय होत है ।
73d589e2-bc66-445d-8516-619215b43689,"जनम अउर रसम के समय घर परिवार ,गाँव वाले अउर नात-बात न्योता जा थीं । नामकरन के रसम के मनई पुरब दिशा मा बैठा थीं । जनम अउर नामकरन रसम कय एक विधी अहय । जनम अउर नामकरण के रसम मा हलदी चावल सूप आग आदि चीज लागत है ।"
067992d6-a4b4-4258-a100-01280bce5501,लरिका कय नामकरन दादा करा थीं अउर निकासन के समय कीन जात है । जनम अउर नामकरन कय दादा पुरा करा थें । जनम अउर नामकरन रसम पुत्रप्राप्ति भोज होत है वोहमा नमकीन मीठा दुनौ तरह कय पकवान बनत है । जनम अउर नामकरन के रसम के समय पापा या दादा व्यवस्था करा थीं उनही खर्चा उठावा थीं ।
9b842be2-321f-42a0-a5bf-e13cd029daea,"हमरे समाज मा लडका-लडकी शादी से पहिले नही मिला थे । हमरे हियाँ लडका-लडकी खोजय कय बिधी अहय लडका हेरय गा हैं । लडका या लडकी खोजय कय जिम्मेदारी मुख्यत:दादा या पापा का दीन जात है । हमरे समाज मा मनछुहा ,मायन ,हलदी रसम ,बिव शादी से सम्बन्धित रसम होत है ।"
a35aaadb-2d70-4bc4-ae4d-ab99a53a4bbc,"सामान्यत: दुआरे बियाह होत है अउर रात के समय बिवाह होत है । बिवाह से सम्बन्धित पांच रसम होत है उनकय उददेश्य लडका-लडकी कय जीवन सुखी रहय । जब बियाह कय तारीख रखी जात है तब बियाह कय समय अउर दिन निश्चित कीन जात है । बियाह के रसम मा घर परिवार ,गाँव अउर नात-बात जा थें न्योते ।"
5907ac86-73a8-4fa1-8159-774701357788,"बियाह के रसम के समय मनई कोनव मुख्य दिशा मा मुँह कय्के नही बैठा थें । बियाह कय रसम कय बिधी लावा,परछना,सात फ़ेरा लेना,सिन्दूर लगाना होता है । बियाह के रसम मा सामान लागत है हलदी अक्षत,सूप,दियाँ तेल,बत्ती हर चीज लागत है । बियाह के रसम पंडित करा थीं ।"
1dc8ec78-754d-448d-a36a-84d148ea37d0,"बियाह के बाद बहुभोज होत है वोहमन नमकीन मीठा पकवान बनत है । बियाह कय रसम कय व्यवस्था पापा करा थीं अउर खर्चा पापा उठावा थें । बियाह से सम्बन्धित कोनव जानकारी साझा नही करा चाहित । हमरे समाज मा सुध,तेरही,बरखी म्रित्यु से सम्बन्धित रसम होत है । समान्यत:दुआरे अउर शाम के टाइम म्रित्यु कय रसम होत है ।"
c4e44ea0-1ab4-48eb-aaad-9ab662a0649c,"म्रित्यु से सम्बन्धित तीन रसम होत है उनकय उद्देश्य अहय की मनई के आत्मा का शान्ती मिलय । म्रित्यु के रसम मा घर-परिवार,गाँव अउर नात-बात का न्योता जात है । म्रित्यु के रसम मा मनई कोनव मुख्य दिशा मा मुँह कय के नही बैठते । म्रित्यु के रसम कय तीन बिधि अहय ।"
2198eb53-f98f-45fe-83ed-9a58ff61eb66,"म्रित्यु के रसम मा हलदी ,चावल ,धूपबत्ती,घी आदि चीज लागत है । म्रित्यु कय रसम पंडित पूरा करा थीं । म्रित्यु के रसम के बाद तेरही अउर बरखी होत है वोहमन पूडी-सब्जी,कचौडी पकवान बनत है । म्रित्यु के रसम कय खर्चा उनके घर वाले उठावा थे अउर व्यवस्था वही करा थे ।"
28c2553a-ad41-4817-bef4-c1b9097a91aa,कोनव अउर जरुरी ब्योरा नही दिया चाहित म्रित्यु से सम्बन्धित । हमरे समाज मा लरिका के जन्म के बाद छठ्ठी नाम कय रसम हो थय अउर वोकरे बाद निकासन हो थय जेहमन लरिका कय नामकरन हो थय । हमरे समाज मा जादातर नामकरन कय रसम आँगन मा दुआरे या घर पय हो थय अउर ई रसम जादातर दिन मा हो थय ।
ac726ea0-9d62-4568-baa9-05e8d578af49,लरिका के जन्म के छठवें दिन छठ्ठी अउर ग्यारहवें दिन नामकरन कय रसम हो थय जेहमा लरिका कय नामकरण करा जा थय येहकय उददेश्य यह बाय की जन्म के दसयें ब्राह्मण मे जन्म के दसयें दिन क्षत्रिय में बारहवें दिन वैश्य मे पन्द्रहवें दिन अउर शूद मे एक माह में पवित्र माना जाता है ।
