uuid,paragraphs
7b08e4af-29c2-47a0-876d-28503d91b29d,हा लड़का लड़की से लास्ट मे मिलवावल जाला। और अगर वो दोनो एक दुसरे के हा कह दिहे तऽ फिर सादी तय होजइ। बियाह खातिर एकठे मण्डप ओकरे बाद मे पुजा पाठ के समान ओकरे बाद कुछ चढ़ावे बदे कपड़ा और कुछ लोग सोना चादीँ भी चढ़ायेनऽ तऽ वो सब का समान होला। वोहि पर पुजा पाठ होला एहि सब चढ़ा ओढ़ा के। फिर ओकरे बाद लोगन के बइठे के अगर बेवस्था करे के हऽ तऽ ओकर सामान। इ सब बेसिक बेसिक समान चाहेला। बाकी एकरे आलावा बहुत प्रकार का समान जइसन जेतना बड़ा शादी हऽ ओ हिसाब से करल जाला।
36c2f31e-84e4-4fe3-8da7-cb2581317256,नहि और कौनो जानकारी नहि हऽ। मुअला के करम कृया जे बड़ बेटा हऽ एकर उ निभावेला। और अगर बड़ बेटा उपलब्ध नहि हऽ। तऽ फिर छोटका बेटा के सब चीज के जिम्मेदारी उठावेला। जाहां तक हमके अंदाजा हऽ कि जब लड़का का बारात लड़की का दुआरे पहुंचेला तऽ हुआं द्वार पूजा होला। द्वार पूजा होले के बाद आज कल जयमाल होत हऽ। जय माल होले के बाद थोरा देर के बाद लड़का मण्डप मे जाला फिर रसम सुरू होला फिर लड़की आवेली। फिर उ दोनो लोग के साथे वहां पे रसम होला। और फिर सादी होजाला।
b43e1361-a70a-4ca0-8ce5-adee9276fd4b,अइसन तऽ कौनो खास दिसा मे बइठे कऽ। हमके तऽ जानकारी नहि हऽ। जहां तक हमके याद हऽ की हमरे भांजी के जन्म के समय। इ सब काम दिन मे हि घर के आंगन मे पुजा पाठ वगरऽ करवावन गेल रहल।
3de93110-bc1b-4479-b0d0-5e964fce60d6,मुअला पर दाह संस्कार के परंपरा हऽ फिर ओकरे बाद गरूड़ पुरान कऽ परंपरा हऽ। फिर ओकरे बाद। दसवे दिन दसवां मनावल जाला। फिर ओकरे बाद तेरहीं कऽ परंपरा हऽ। एकर भी जानकारी हमके नाहि हऽ। एकर भी जानकारी हमके नाही हऽ।
c3bae54a-2720-45a9-bc0c-a00bcfa27f90,बियाह पण्डि जी करावेनऽ। लड़की वालन के एकठे खास पण्डी जी रहेनऽ जौन मण्डप पे रहेनऽ साथ मे लड़का वाले भी अपने तरफ से एकठे पण्डी जी लेके आवेनऽ। दोनो लोग मण्डप पे बइठेनऽ फिर वहीं पे बियाह होला। ए सवाल कऽ हमके बहुत जानकारी तऽ नाहि हऽ। लेकिन लड़का के जनमले पर छै दिन बाद छठ्ठी छठवे दिन छठ्ठी मनावल जाला और ओ दिन पुजा पाठ होला। अउर बहुत लोग से हम सुनले हइ कि बरही कऽ भी कहीं कहीं प्रावधान बनल हऽ तो बरही भी करेनऽ। और पण्डी जी से बुला कर के। कुण्डली बनवावल जाला और कुण्डली मे ही जौने अक्शर से नाम हऽ। कुण्डली के एक अलग से नाम देदेवल जाला ओर ओहि के आधार पर लोग या फहिर अपने पसंद के लोग स्कूल घर बदे नाम देवेनऽ।
e595a6d2-8b94-4825-88fb-a6b95c59c7c8,मु्ला पर सबसे पहिले सरीर के धोाआवल जाला। और ओकरे बाद ओ सरीर के कफन मे पिताम्बर मे लपेटल जाला। और ओके बाद ओ सरीर के गंगा घाट पर लेजाइल जाला। मुअला पर तेरहीं के दिन भोज के बेवस्था करल जाला जेमन कि। वहि पुड़ी सबजी दाल चावल बुनिया पापड़ सलाद चटनी ए सब चीज के बेवस्था केल जाला।
15d1c195-97be-41ab-ab6a-ca087383eb86,ए कुल कऽ खर्चा घरे कऽ जे बुजुर्ग जिम्मेदार आदमी हऽ उ उठावेला। मतलब जेकरे हाथे मे गृहस्ती हऽ उ ए कुल के खर्चा उठाई। केहु के मुअला पर पइसा लत्ता के जुगार करे कऽ सबसे बड़ा जिम्मेदारी जौन होला उ सबसे परिवार के ही लोगन पर होला। इ जे भी परिवार चलावत हऽ जे भी घरे मे कमात हऽ ए सब चीज के जुगार करेला। साथ ही कुछ रिस्तेदार भी मदत करदेवेनऽ।
dacbd8e0-9ff8-4abf-82a8-694b0a0580b5,लइका लइकी खोजे बदे जादा जिम्मेवार जादा तर बिचौलिया के कहल जाला। काहसे कि बिचौलिया ई अइसन आदमी हइ जे के लड़का के भी जानेला मतलब लड़का के परिवार के और लड़की के परिवार के भी जानेला। तो वहि बताई लड़की वालन से के उहां एकठे लड़का हऽ। चलऽ देख लऽ।
1926b2ba-a1c2-4d24-8b18-e9384983528c,इ भिया मे चंदन अगरबत्ती पिताम्बर माला फूल ए सब चीज कऽ जरूरत होला। बियाह मे और अलग अलग तरिके के भी रसम ह। जइसे कोहवर के एक रसम हऽ जेमन दुल्हा जौन हऽ उ बइठे ला दुल्हन के साथे कमरा मे उहां कुछ और लोग भी जइसे दुल्हन का सहेली या जौन भी उ लोग भी रहेनि। सुभह होला तऽ विदाई कऽ भी परंपरा हऽ। जेमन कि लड़की जौन हे लड़का के घरे जाय ले। तऽ वहां भी कुछ परंपरा करल जाला और ओकरे बाद भेंट देवल जाला।
8bd2b233-d4b8-4c1a-9d08-a07c7946b5ee,"लइका जनमला पर दर दियारी के लोग बुलावल जाला खुशी मनावल जाला अउरी नाच गाना होला मेहरारू कुल गीत गावेली सब लोग जुटे ला हसी मजाक होला अउरी । लइका जनमला कि बाद हर धर्म कऽ जाती कऽ अलग अलग संसकार होला , नामकरण संस्कार जइसे ब्राहमण के एग्यारा से बारह दिन में क्षत्रि के तेरह से सोलह दिन में बैस के सोलह से बीस दिन में सुद्र के बाइस से एक महिना के अंतर पर संस्कार होला सऽ कुल सब जाती कऽ धर्म कऽ अलग अलग संस्कार होला ।"
c97d4192-51f9-41b0-aaba-562b752f5923,लइका के जामे के दिन के बाद पण्डित के बुलवावल जाला ओहिसे पुधल जाला कि कहिया नाम रखे के दिन तय कइल जाई कहिया का होई । लइका जमला के बाद गीत नात रिस्तेदार फुआ चाची दीदी भाभी सब के बुलावल जाला अउरी ओके संस्कार में ओकरे सामिल कइल जाला ।
7d8aa3ce-b899-4078-bc59-c09f7782e7ce,लइका के नाम रखे के दिन पण्डित के बुलावल जाला पण्डित जोग पुरेला कथा उथा कहेला ओकरे बाद लइका के नाम करन संस्कार होला । लइका का नाम पण्डित जी जौन अक्षर से कहेलन ओहि नां से धराला अउर आगे चल के ओहि नाम ओकर रहेला ।
ada4ff0e-f302-478f-abc4-10d51b447879,लइका का नाम पण्डित जोन कहेला ओहि पहिला नम्बर से घर कऽ बड़ा आदमी नाम बोलेला । लइका का नाम धराला ओ दिने खाये पिये के बेवस्था होला भोज दियाला बर बिरादरी अपना हित नात खाला पिहिला आपन घरे जाला ।
f5c7ffbd-0f41-40e8-951d-bd1ae4e66ad7,लइका के जमला से दिन ले नाम धरे के दिन ले घर कऽ बड़ा आदमी माई बाप बाबा दादी नाना नानी खर्चा उठावेला । लइका नाम आदमी बहुत सोंच समझ के रखेला के आगे चल के लइका आगे बढ़े बल बुद्धी अच्छा होखे अउी परिवार में अच्छा से रहे ।
8dddb24a-5668-45f3-8ce8-c07bc6287d1c,हमरा बिरादरी में पहिले अइसे ना होत रहला लेकिन अब लइका लइकी बियाह से पहिले मिलेलन सऽ इ तऽ हर तरह के रिवाज होगइल बा । हमरा बिरादरी में लइकी लइका के इन्हा जाके माई भाई बाप जा ला खोजेला देखेला जांचेला परखेला कि लइका कइसन बा तब लइकि के बियाह होला ।
b6e045b9-c905-4d40-b2b5-bd367b00070c,लइकि कऽ लइका खोजे खातिर अगुआ होला ओकर संगे ओकर माई बाप जाला चाचा चाची जाला घर के लोग बड़ा सदस जाला तब बियाः तय होला । हमरा बिरादरी में बरिछा होला तिलक होला बियाह होला द्वार पुजा लगेला बर बिरादरी के बुलावल जाला खियावल जाला पियावल जाला भोज होला भात होला बड़ी लोग जुटेला हित नात चाचा चाची मौसा मौसी कइ लोग आवेला ।
22b2fe83-8ed1-45c8-908b-6ef9307b8cae,बियाह सादी खरवास छोड़ा के कौनो दिन में होसकेला दिन अच्छा देख के पण्डित के देख के पुछ के ओसे बात चित के के जोन दिन पण्डित बतावेला अच्छा दिन ओहि घरी लइका लइकि कऽ बिया होला । हमरा बिरादरी में बियाह सादी बरिछा होला तिलक होला द्वार पुजा लागेला बियाह होला पण्डित आवेला घर कऽ दर दियादरि सब जुटेला सब का खातिर कइल जाला सब के बुलावल जाला सब के अच्छा से बिदा कइल जाला ।
943876c9-c2ea-49b3-b559-2aa489d277fd,बियाह जब तय होजाला तब पण्डित के बुलावल जाला पण्डिते बियाह कऽ दिन तय करेला समय तय करेला ओहि दिन अउर ओहि समय में लइका लइकि के बियाह होला । बियाह में हित नात दर दियादि फुआ फुफा चाचा चाची दिदि जिजा जे हित नात बा जे दर दियादि बा जे अपन बा सब के बुलावल जाला ।
1cc8fe95-6207-40bf-82d4-966fb859a6bf,बियाह में लोगन के जइसन बेवस्था होला ओइसे बइठावल जाला केहू निचे बइठेला केहू कुर्सी पर बइठेला केहू चौंकी पर बइठेला जइसन बेवस्था होला ओइसे बइठावल जाला । बियाह में करमठ के सुरूआत द्वार पुजा से होला पहिले च्वार पुजा होला ओकरे बाद बियाह होला ।
0447a546-61d3-4d10-b64c-bbf3db918f7d,बियाह में बहुत चीज क आवसक्ता होला टेंट उंट के आवस्कता होला पण्डित सब पुजा क समान जुटावल जाला कपड़ा लत्ता सब चीज के आवस्कता होला । बियाह होखे के बाद चाहे पहिले खियावे पियावे कऽ बेवस्था कइल जाला या त बुफर सिसटम में खियावल जई या निचे बइठा के खियावल जाई जइसे मन करी या तो कुर्सी मेंज पर खियावल जाीई जइसन बेवस्था होला ओइसे खियावल जाला परोसल जाला सब के खिया पिया के खुस कर के बिदा कइल जाला ।
8a56dd6f-ca67-4917-b525-dbf04ff7fb1c,बियाह में खर्चा कऽ जिम्मा लइका लइकि के माय बाप उठावेला । बियाह एगो अइसन रिस्ताह जे में एकदम अंजान लइकी एगो दुसरा के घरे जाके अपन घर संसार बसाएले अ पराया लोगन के अपनावेले । हमरा बिरादरी में मुअला के बाद करिया करम होला दाह संस्कार होला जे में गंगा जि के यहां पार्तिव सरीर के जलावल जाला ओकरे बाद पिंड दान होला ओकरे बाद घर में भोज भात होला जे में सब के बुलावल जाला दर दियादि हित नात सब के जुटावल जाला ।
9c9bb29d-cd64-49a0-b3fa-711de43db93c,किरिया करम घरहीं होला ओकरा बाद तेरह दिन बाद मुअला के तरह दिन बाद किरिया करम कइल जाला जे में सब के बुलावल जाला । ओकरी बाद दस करम होला ओकरि बाद किरिया करम होला जे में भोज भात होला लोगन के बुलावल जाला तरह दिन पर पुड़ी पकवान बनेला सब के खियावल जााला ।
984bc00c-1e49-4918-8917-d825c34d3643,मुअला पर दर दियादी हित नात रिस्तेदार बेटी पतोह सब के बुलावल जाला । मुअला पर दखिन दिसा में सब के बइठावल जाला । मुअला के बाद किरिया करम कऽ सुरूआत पण्डित जी जइसे कहेलन ओइसे ओकर सुरुआत कइल जाला । किरिया करम में जौन पुजा पाठ के समान लागेला ओहि कुल समान लागेला ।
ce6864ff-fd69-4ca0-a484-46d11627264d,मुअला के बाद किरिया करम ओकर लइका निभावेला जे ओकर बंस होला अगे कऽ उ सब करेला । मुअला के बाद किरिया करम में भोज में हर परकार के चिज खियावल जाला पुड़ी पुआ पकवान मिठाई दुध लस्सी हर चीज खियावल जाला ।
fdc1c904-14dd-4a2e-85d3-2f99902c4c94,मुअला पर किरिया करम पण्डित से पुछ के कुल समय पर काम कइल जाला जोन जोन पण्डित बतावेला ओ हिसाब से आदमी काम करेला । केहु के मुअला पर पइसा का जोगाड़ ओकर घर परिवार ओकर लइका ओकर फइका ओकर बड़ आदमी ओकर घर के सब करेला । हमरा बिरादरी में लइका के जनमले से लेके छठ्ठी बरही होला ।
1d4ae9a8-02c4-4b40-9534-5b03e20a8ffb,"लइका के जनमला से लेके ओके नाम रखऽ तक ई कुल काम अच्छा गड़ी में अउर घरे पर होला । लइका के जनमला के बाद ओकर नाम रखे तक ग्यारा बारह दिन होला, ओ कुल के नाम छठ्ठी बरही होला, ओ कुल लइका के अइले के खुसी में होला ।"
5ceaa02f-bed4-4ae8-943a-2ce8079a1ab4,लइका के जनम के दिन अउर ओकर नाम रखे के दिन पण्डित जी से पुछ के कइल जाला । लइका के जनमला के बाद जोन जोन दिन रखाला ओमे सब रिश्तेदारन के बुलावल जाला । लइका के नाम धरावे के दिन लोग अंगना में बइठे नऽ अउर पुररब दिसा में बइठेलन ।
6e0927d4-aff9-4ad7-95cf-a88568d361a9,लइका के जनमला के अउर नाम रखे के दिन कुल पुजा पाठ कइके सुरू कइल जाला । लइका के जनमला के अउर नाम रखे के दिन सब पुजा पाठ के अउर लइका के कपड़ा के करूरत होला । लइका के नाम धरावे खातिर पण्डित जी से मुहुरत निकलवावे के होला ।
473cf194-6bca-442d-9477-3ed9838da1eb,"लइका के जनमला अउर नाम धरावे के काम पण्डित, नाउन अउर घरे के सब लोग करेला अउ पुजा पाठ कर के होला । जउना दिन लइका के नाम धराला ओ दिन खाये पिये के कुल बेवस्था होला अउ खाये मे पुड़ी सबजी खीर मिठाई सब कुछ होला ।"
400a8f96-7eff-4748-a578-e461c0cdee9c,लइका के जनमला से लेके नाम धरे तक के दिन के कुल खर्चा अउर बेवस्था सब घरे के सब लोग उठावेला । लइका के जनमला से लेके ओकर नाम रखला के बारे में अउर कौनो जरूरी जानकारी नहीं बा । हमरा बिरादरी में बियाहे से पहिले लइका लइकी ना मिलेलन ।
e680c558-2be7-4e7c-9ecf-bacb0ea739ff,हमरा बिरादरी में बियाह खातिर लइका चाहे लइकी के बड़ बुजुर्ग खोजे जालन । लइका चाहे लइकी के खोजे खातिर बड़ बुजुर्ग जिम्मेवार होलन । हमरा बिरादरी में बियाह खातिर दू ठे करमठ कइल जाला । बिहाय निक घड़ी अउर निक दिन में होला ।
b8c1be5b-33eb-42a4-8025-e257488569cf,हमरा बिरादरी में दू ठे करमठ कइल जाला ओके नाम पण्डित अउर नाउन हऽ एसे कइल जाला काहे की बियाह निक से हो सके । बियाहे के दिन अउर समय पण्डित जी से पूछ के कइल जाला । बिहयाहे में कुल रिश्तेदारन के बुलावल जाला । बियाहे में लोगन के पुरूब दिसा मे बइठावल जाला ।
51a54142-ec55-4187-a9c4-b17ddb4b311d,बियाहे के करमठ के सुरूआत उनके बुलावा देके होला । बियाहे खातिर कपड़ा गहना खाना मिठाई सब समान के जरूरत होला । बियाह पण्डित नाऊन अउर सब करावेलन । बियाह होये से पहिले अउर होये के बाद खाये पिये के कुल बेव्सथा होला अउर ओमे पुड़ी सबजी खीर मिठाई सब परोसल जाला ।
39bc8583-ee0b-40a7-98f6-131f000c666c,बियाहे के कुल बेवस्था अउर कुल खर्दा के जिम्मा घरे के बड़ बुजुर्ग उठावेलन । बियाहे के बारे में अउर कौनो जानकारी नहीं बा । हमरा बिरादरी में केहू के मुअला पे सतनाना दसवा तेरही के किरिया करम कइल जाला । घाटे पर अउर ओहि समय कुल किरिया करम कइल जाला ।
0035578e-d6d4-48ab-8e9f-77f8f027d12f,मुअला पर कइ परकार के किरिया करम होला अउर आत्मा के सान्ती बदे कइल जाला अउर ओके नाम सतनहना दहवा अउ तेरही बा । मुअला पर सब लोग अउ रिस्तेदारन के बुलावल जाला । मुअला पर लोग दख्खिन दिसा मे बइठेलन । मउला पे किरिया करम के सुरूआत दख्खिन दिसा में सुता के होला ।
fe45b833-a8b0-4a2b-933e-c840382f8852,किरिया में लकरी गहरी अगरबत्ती कपन आदी कुल समान लगेला । मुअला के करम किरिया बड़ लइका या तो छोट लइका निभावेला । मुअला पर करम किरिया के बाद मिठाआई खियावल जाला अउर तेरही के पुड़ी सबजी मिठाई सब खियावल जाला । केहु के मुअला पर पइसा लत्ता के जुगाड़ घरे के लोग करेलन ।
2679c660-190e-4330-b5e2-fe27baa0be0b,मुअला के किरुया करम के बारे में अउर कोनो जानकारी नहीं बा । हांऽ हमनियो के बिरादरी मे पहिले तऽ ना मिलत रहला अब सब मिलता घुमता फिरता। सब फोन से बतियावत रहत तरुए। लइका के छठ्ठी के दिने नाम धराला अऽ ऒकर फुए धरेली।
1b43d304-8c15-45e1-8272-1f5f5af45c52,हमनि के बिरादरी मे पहिले सगुन उठेला ओकरा बाद मे मटकोरवा होखेला फिर ओकरा बा ले मड़वा होखेला मड़वा के फिर ओकरा बाद ले बरात आईल सब नेग चार हल्दी कलसा मटकोरवा सब चीज जेतना होखेला घी ढारी होखेला बरात के दिने।
63933985-d82d-4a7e-8528-149141c315a4,पु मरला मे भोज मे बनेला पुरी बुन्दिया कचौड़ी बनेला। ओकरा बाद ले तरकारी मे पांच किसम के तरकारी बनेला। एहि सब बनेला। हमम पणडी जी आवेलन बियाह के दिने। उनके ले आदमी बतिया के तय करवावेला के हल्दी कहिया बा मड़वा कहिया बा तिलक के दिन कहिया बाटे।
771b30c7-b80e-4433-a8e8-79071d32f641,मुअला पे अपना सबसे पहिले अपना गोतिया भाई के बुलाल जाला। जेकर बेटा रहल ओकर बेटा बहू बुलावल ओकर नइहर के आदमी के बुलावल गईल ससुराल के बुलावल गइल। सब कोई सामिल होजाला। बियाह के जानकारी बा एहि के आदमी सब लड़का लड़की के आदमी जांचल देखल होकर घर दूआर सब देख लेल जच गईल तब जाके ओजा बियाह आदमी ठीक कईल डेट उट अपना दिहल सब चीज बियाह सादी ठीक करलिहल।
61d38a72-5cb0-4fed-a819-658339c1a040,बियाह खातिर सब पान कसेली रोरी सब कुछ रहेला। कसेलि रहेला पान रहेला रोरी रहेला सिन्दुर रहेला। जे जे हवन करेके समग्री रहेला सब जे पण्डी जी कहेलन से सब गंगा जल रहेला। सब आदमी पण्डी जी के लगे रख लेला पण्डी जी अपन पूजा करावेलन।
223c457a-d252-4bb1-83c9-4a93cee020c9,बच्चा छौ दिन पर होजाला तब ओकरा आदमी ना छठ्ठी पुजेला नाम ओहि दिन रखााला। बहुत आदमी पणडी जी से पुछ के लगा बहुत आदमी अइसे अपने करलेला छौ दिन पर। ओकर फुआ एसे नाम कान मे बोलेले ओहि नाम जे बोलेले ओहि सब कोई बोलेला।
ba6b55c2-e383-4e48-81dd-c23bb2abf0c6,लइका के खोजे खातिर ओकर बाप रहेला। अगर बाप ना रहल तऽ भाई के जिमवारी होगईल भाईये करेला। हां चाचा रहल तऽ चाचा कईल। बियाह मे आपन जेतना परिवार बा हित मोइ सब भाई बन्धू गोतिया भाई टोला महल्ला सब के बुलावल जाला काड भेजल जाला।
9149ce5b-61e3-468e-8725-09614af6f33d,लइका के जनम भइला पे खुशी के मारे ओकर दादा दादी सब खर्चा करेला। रहेले दादा दादी रहेला खर्चा करेला सब कुछ जितना बेवस्था रहेला सब मिल जुल के सब परिवार करेला। लेकिन खर्चा करेलन दादे दादी। हमनि के बियाह मे पहिले तऽ रहला भाई बाप भाई जात रहला लइका के खोजत रहला पढ़ाई लिखाई सब देखत रहला। घर दुआर अगर पसंद पड़ गइल तब जाके आदमी उन्हा बात बिना टीपन बइठले त आदमी जात ना रहला टीपन लेआवत रहला।
3578ba6b-f79b-49a4-9e15-96d0d963c220,लइका के जनम लेला बाद छठ्ठी के दिने बारा बरी पुरी अऽ खीर सब कुछ बनेला पोलाओ बनेला पुरी बनेला। सब मर मिठाई रहेला बुन्दिया रहेला। जेकरा जौन होय साग जरुर बनेला कोहंडा जरुर बनि खीर जरूर बनि एहि हऽ।
721c92f9-71cf-4318-a402-32321fa4ccfb,लइका के जनम भइला पर छौ दिन पर छठ्ठी पुजाला। नाम करण नाम लिहल जाला ओकरा फुआ नाम रखेले ओहि नाम हे से सब कोई ओकरा बोलेला। पुरब मुहे आदमी छठ्ठी बइठ के पुजेला बच्चा के गोदी मे लेके फुआ काजर ओजर पारेले।
4e98ec96-60fd-4f8d-b8d8-1916618c8aa0,लइका के जनम भइला पर अपन सब परिवार गोतिया भाई आवेला। औकरा के सब कोई छठ्ठी पुजाला ओहि दिने नाम धराला फुआ कान मे बोलेले। ओहि नाम सब कोई बोलेला। मुअला पर जब अग्नी करके आवेला तऽ घर मे खाना बनेला। चावल रहर के दाल अब बनेता पहिले केराव के दाल बनत रहला। हऊ हरा मिर्चाई आ आलू के चोखा नमक उहे साथे खाला सादा खाना रहेला।
cd5b18e1-889d-467f-8d90-582703ce2d7b,लइका के जनम होला पर सब ओहि काम होजाला गोदी मे लेले बच्चा माई लेले। अऽ फुआ हई से अपना काजर उजर कइलस अऽ ओहि दिने नाम रखलस ओहि सब कोई बोलेला नाम। मरला पर कोई तीन दिन पर काम करेला कोई तेरह दिन पर काम करेला। दू परकार के काम होखत तरुए। कोई जाके कहिं भी काम करलेता गंगा जी के लगे करले तरुए। एगो आत्मा के शांती खातीर सब कुछ कइल जाला।
00dc007f-bb28-421b-8222-6b437eee6e32,उत्तर दिसा पर मुअला पर बइठेला आदमी। लइकन सब के बुला के सब के कुर्सी पर बइठावल जाला। कोई के दरी पर बइठावल। खूब अपना मगन से गीत मंगल गावल। बियाह मे पहिले सगुन उठेला ओकरा बाद ले तिलक चढ़ेला जाला तिलक जाला हल्दी कलसा मटकोरवा सब होजाला। फिर घी ढारी होखेला बराती आवेला ओकर के आदमी स्वागत करेला सब कोई जेतना परिवार बा सब आवेला। सब रात होजाला नेग करते करते फिर बारात। बियाह होजाला चार बजे भोर मे।
52d28b04-a4f7-4aa3-9c0c-e59122ca2a8f,लइका के जनम लेला पर सब पहिले तऽ पुराना कपड़ा मे लपेटल जाला लइका के नहवा धुआ के ओका बाद ले छठ्ठी के दिने छौ दिन पर पीला कपड़ा सवा मीटर मे लइका के आवेला। फिर बारा बरी पुरी सब चीज बनेला खीर बनेला पुरी बनेला सब नीचे मे बिछावल जाला। ओकरा बाद मे सिवा मईया के टिकाला। सब ननद करेले खाली लइका के महतारी सिन्दूर से टीके ले।
d40ff396-3890-4681-bf12-04922f75bb6d,जे घर मे मात मालिक रहेला ओहि जोगार करेला। चाहे बाप होखे बाप ना रहल तऽ भाई कईल भाई ना रहल तऽ चचा कईल। लइका के छठ्ठी पुजे वखत माई अ बच्चा के पूरब मुहे बइठावल जाला औहि घरी छठ्ठी पुजाला अ नाम रखाला ओकर फूआ कान मे बोलेले लइका के ओहि नाम मने सब कोई अब बोलेला। पूरब मुहे बईठावल जाला।
b64ccfc9-25c8-40fb-938a-09b2c2753e45,लइका के जनम होखेला सब कोई खुशी मनावेला। फिर छौ दिन पर छठ्ठी होखेला पुरब मुहे बइठा के फिर दिवार मे सब लीप पोत के सिवा मईया लिखा के लइका के गोदी मे केले फिर काजर पराला। ओकर फुआ काजर पारेली करेली। फिर माय गोदी मे लेके खाना खाले ओकरा बाद मे ओकरा।
cbc710e1-dfef-4d70-be36-9c7189b907dd,तेरह दिन पर औरत के बारह दिन पर आ मरदाना के तेरह दिन पर काम क्रीया कइल जाला भोज होला पण्डी जी खालन। तब दान पुण होखेला। बियाह तऽ पण्डी जी बतावेलन डेट देलन कि हां इ दिन बढ़िया बाटे ओहि घरि आदमी डेट रखेला। रात मे आदमी दिन मे तऽ भाई सब नेग होखेला लेकिन राते मे बियाह होखेला। चार बज जाला भोर होजाला।
da598cc4-7298-4e67-90e2-568cd5b428a3,बियाह होखे के पहिले सब पुरी बुन्दिया कचौड़ी जे बनल सब खाला खियावेला सब चीज होखेला। किरीया मे बने बनेला लगेला आटा लगेला घी लगेला चीनी लगेला गुड़ लगेला सब कुछ लगेला मर मिठाई बनेला सबजी आयला तेल आवेला मसाला आवेला।
76ecee6f-7fee-46ce-a4e9-80fafd27943e,बियाह के खरचा ओ जे मात मालिक रहेला से हि करेला चाहे दादा होखो चचा होखो भाई होखे। जेकरा उपर बार रहेला उहे खर्चा करेला। बाप मरल त बेटा निभावेला बाप बाप बेटा जब ओइसन होगइल त बाप निभावेला। सब एहि पनपरा चलल आवता एक दुसरे के निभावत रहेला।
28fc0e9e-cb52-436a-9da6-f26067644099,मुअला मे बिरादरी मे परिवार मे कोई मर जाला औकरा आदमी सब बिधी औकरो कईल जाला। कपड़ा मंगावल जाला औकरो तिल हऽ तऽ का हऽ का हऽ सब चीज जितना बा सब कइल अऽ। ओकरा बाद मे कोई अब बटे पा तीने दिन पर काम क्रीया होता। पहिले तेरह दिन पर काम क्रीया होत रहला। तऽ ओकरा मे सारा बिधी होत रहला सब खीलावल जात रहला पिलावल जात रहला। अग देउआ के अलग खाना बनत रहला। आ ई लोग के अलग बनत रहला रोज खाना जे मरल बा ओकरा दियात रहला।
29e76263-aa0c-4912-94f0-5124bcc76ad8,काम किरिया मे सब कोई मिल जुल के अपना कइल। सब चीज जेतना भइल समान रहल आटा रहल चीनि रहल घी रहल सब कोई मिल के सारा काम कइल। लइका के जनम भईला पर पर सब परिवार अपना आवेला गावेला बजावेला छठ्ठी पुजाला नाम धरावल जाला। फुआ ओकर नाम करेले धरेले ओहि पुरा परिवार बोलेला नाम।
100cd730-b84f-4d0c-9f7e-23733d443bed,लइका के जनम लेला ओकरा बादे मे आदमी नहवावेला धोआवेला औकरा छौ दिन के बाद छठ्ठी पुजाला। सब कोई आवेला गीत गवाला सोहर गवाला। सब पुरा जे अपना परिवार बइठेला कोहवर लिखाला ओकरा सिवा मईया लिखाला लइका के निचे चावल बिछाके कपड़ा मे लपेट के लुटावल जाला। फिर गोदि मे लेला तऽ ओकर फुआ काजर करेले। फिर नाम रखेले ओहि नाम सब कोई बोलेला।
